25ph,60conduc,dvconduc,25ox,dvox,reindex,label
4.54,31.22,20.05,14.65,17.49,1.4744,peanutoil
4.86,33.36,18.41,13.93,19.22,1.4742,peanutoil
5.34,35.01,19.51,13.08,17.96,1.4737,peanutoil
4.48,35.11,23.66,10.41,15.67,1.4738,peanutoil
5.04,31.7,18.94,14.55,16.7,1.4756,peanutoil
5.25,28.23,18.14,12.44,17.12,1.4746,peanutoil
5.28,30.75,19.47,12.82,14.59,1.475,peanutoil
4.98,35.31,19.61,13.67,13.34,1.4745,peanutoil
4.49,35.82,21.62,12.17,16.55,1.4749,peanutoil
4.77,35.59,20.26,12.14,15.51,1.4753,peanutoil
4.99,30.46,22.1,11.71,14.82,1.4749,peanutoil
4.41,34.12,21.52,13.85,19.13,1.4741,peanutoil
4.72,34.65,23.1,14.74,18.28,1.4748,peanutoil
5.4,35.84,22.26,14.15,18.22,1.4743,peanutoil
4.83,33.43,23.28,10.42,19.65,1.4736,peanutoil
4.53,29.4,20.92,12.67,18.99,1.4748,peanutoil
4.54,28.58,18.63,10.4,18.18,1.4753,peanutoil
4.32,33.43,21.2,11.25,18.64,1.4752,peanutoil
5.1,30.93,21.41,15.22,19.4,1.4752,peanutoil
4.92,34.72,20.37,12.89,19.09,1.4755,peanutoil
4.89,31.55,18.38,12.81,17.27,1.4752,peanutoil
4.94,33.93,23.47,12.54,15.23,1.4755,peanutoil
4.52,28.4,19.8,12.58,19.07,1.4757,peanutoil
4.46,33.75,19.07,10.36,14.0,1.4755,peanutoil
5.2,30.46,19.15,11.83,17.6,1.4741,peanutoil
4.4,33.61,20.45,12.49,16.81,1.4753,peanutoil
4.53,31.46,20.83,15.49,19.54,1.4743,peanutoil
4.46,29.64,22.41,10.07,18.35,1.4745,peanutoil
4.73,34.55,21.14,11.84,16.52,1.475,peanutoil
5.39,30.64,19.59,9.4,18.52,1.4739,peanutoil
5.03,30.34,20.68,15.45,18.54,1.475,peanutoil
5.09,30.77,18.33,14.08,15.62,1.475,peanutoil
5.02,29.88,22.46,11.91,19.94,1.4748,peanutoil
4.47,34.56,21.84,11.59,18.26,1.4737,peanutoil
5.19,34.83,17.79,9.4,16.78,1.4749,peanutoil
4.61,30.86,19.55,13.5,16.96,1.4744,peanutoil
4.7,33.56,19.09,9.83,14.69,1.4743,peanutoil
4.93,29.71,22.8,14.14,13.63,1.4742,peanutoil
4.75,35.64,22.51,13.55,17.52,1.474,peanutoil
4.67,35.08,19.21,14.43,16.6,1.475,peanutoil
4.77,34.17,21.07,14.67,14.24,1.4756,peanutoil
5.35,34.99,18.57,15.95,17.22,1.4747,peanutoil
5.41,30.53,18.64,10.01,14.87,1.4751,peanutoil
4.8,32.06,21.87,13.57,19.15,1.4748,peanutoil
5.04,34.49,22.73,14.88,16.17,1.4753,peanutoil
5.13,29.79,20.44,12.65,18.94,1.4743,peanutoil
5.15,31.54,22.55,12.41,19.68,1.4751,peanutoil
5.08,34.2,20.74,14.07,17.02,1.4739,peanutoil
5.21,29.29,20.32,12.13,19.8,1.4755,peanutoil
4.5,33.39,17.68,13.57,14.75,1.4733,peanutoil
4.54,29.81,23.74,9.52,16.67,1.4747,peanutoil
4.72,30.35,19.97,12.24,19.58,1.474,peanutoil
4.59,33.02,19.0,11.2,13.29,1.474,peanutoil
4.99,33.9,18.29,9.88,16.27,1.4756,peanutoil
4.34,32.98,20.91,13.51,14.06,1.4746,peanutoil
4.38,30.11,20.29,11.84,17.58,1.4748,peanutoil
5.41,29.37,21.5,12.54,16.77,1.4756,peanutoil
5.19,31.95,17.24,12.64,16.59,1.474,peanutoil
4.41,28.61,23.57,11.76,17.85,1.4747,peanutoil
5.0,35.06,17.54,15.18,18.4,1.4753,peanutoil
4.86,36.43,19.61,10.59,15.53,1.4747,peanutoil
4.5,28.68,22.24,13.3,15.24,1.4741,peanutoil
4.42,31.79,21.75,13.31,15.34,1.4752,peanutoil
4.84,31.7,19.21,11.44,16.91,1.4743,peanutoil
5.05,36.13,20.67,12.24,15.34,1.4757,peanutoil
4.53,32.57,20.06,10.25,17.52,1.475,peanutoil
4.39,30.31,21.24,13.0,17.31,1.4734,peanutoil
4.5,35.65,21.19,16.33,17.02,1.4736,peanutoil
4.64,27.98,20.72,11.34,20.06,1.4755,peanutoil
4.41,34.89,22.04,12.76,18.49,1.4746,peanutoil
4.63,31.4,21.04,12.45,18.0,1.475,peanutoil
4.58,33.66,18.58,10.25,13.17,1.4742,peanutoil
5.12,33.75,22.67,13.26,14.34,1.4747,peanutoil
5.33,31.98,22.96,14.34,16.95,1.4756,peanutoil
5.21,33.83,19.84,9.15,19.6,1.4751,peanutoil
5.22,28.24,19.65,13.51,17.88,1.4739,peanutoil
4.63,29.43,22.07,12.26,13.73,1.4742,peanutoil
5.11,31.16,22.89,14.06,14.59,1.4757,peanutoil
5.04,33.42,17.59,11.41,14.9,1.4748,peanutoil
4.37,30.46,18.67,13.96,17.4,1.4734,peanutoil
4.63,33.35,24.01,11.56,15.92,1.475,peanutoil
4.4,33.26,20.69,11.33,18.83,1.475,peanutoil
4.77,33.58,20.44,11.73,19.78,1.4741,peanutoil
4.9,33.89,19.95,12.64,18.15,1.475,peanutoil
4.89,32.99,19.5,12.44,15.79,1.4744,peanutoil
5.26,32.31,18.8,12.2,15.02,1.4757,peanutoil
5.07,35.62,22.99,13.98,14.16,1.4738,peanutoil
5.12,32.82,23.34,9.08,13.2,1.4755,peanutoil
4.93,34.24,21.47,14.09,13.47,1.4739,peanutoil
5.01,34.67,20.52,15.67,16.5,1.4738,peanutoil
4.97,31.76,21.61,14.11,15.72,1.4744,peanutoil
4.79,30.9,19.61,13.95,16.09,1.4742,peanutoil
5.11,32.63,22.83,10.99,17.35,1.4742,peanutoil
4.67,28.74,20.92,13.66,19.9,1.4748,peanutoil
4.75,29.95,18.32,14.59,15.46,1.4756,peanutoil
4.74,30.8,21.73,12.35,15.65,1.4753,peanutoil
4.98,33.96,20.44,11.58,18.01,1.4738,peanutoil
4.94,31.47,18.86,11.5,18.37,1.4742,peanutoil
4.5,35.12,18.72,14.52,19.92,1.4742,peanutoil
5.12,34.52,22.33,11.25,16.41,1.4744,peanutoil
4.51,30.35,21.46,9.84,14.64,1.475,peanutoil
5.34,33.63,21.69,13.86,17.32,1.475,peanutoil
4.57,32.68,20.0,9.64,17.74,1.4752,peanutoil
4.45,33.06,19.22,16.18,16.39,1.4739,peanutoil
4.77,32.14,20.32,11.65,18.53,1.4739,peanutoil
4.46,30.54,21.76,9.84,20.12,1.474,peanutoil
4.68,34.52,20.92,15.17,15.38,1.4751,peanutoil
4.83,34.71,21.54,10.93,20.77,1.4748,peanutoil
4.41,29.73,23.0,14.11,15.85,1.474,peanutoil
5.26,33.88,23.37,9.41,19.56,1.4746,peanutoil
4.7,32.01,20.67,9.66,16.35,1.4753,peanutoil
4.45,32.31,22.98,12.31,20.08,1.4738,peanutoil
5.29,30.8,20.6,13.35,14.78,1.4742,peanutoil
4.99,31.11,21.9,13.05,17.9,1.4752,peanutoil
4.9,32.53,22.53,11.75,14.8,1.474,peanutoil
4.37,34.12,18.11,14.35,14.53,1.4736,peanutoil
4.96,35.38,23.57,11.88,18.49,1.4745,peanutoil
4.83,32.75,22.23,15.49,15.01,1.4748,peanutoil
4.74,36.02,20.31,12.05,14.59,1.475,peanutoil
4.57,31.77,20.93,15.0,19.23,1.4735,peanutoil
4.78,31.66,18.94,13.61,19.38,1.4751,peanutoil
5.19,29.39,19.01,10.29,15.4,1.4738,peanutoil
4.52,33.44,20.03,13.93,15.75,1.4746,peanutoil
5.09,31.39,23.1,14.82,16.68,1.4741,peanutoil
4.98,33.12,20.94,10.62,18.74,1.4757,peanutoil
5.2,29.19,18.86,14.24,19.49,1.4744,peanutoil
5.11,31.78,22.5,15.63,17.82,1.4737,peanutoil
5.07,32.27,20.2,11.77,15.74,1.4737,peanutoil
4.68,30.04,21.26,11.48,15.52,1.4742,peanutoil
4.63,32.46,20.93,13.39,17.76,1.4753,peanutoil
5.17,29.68,19.43,11.79,15.23,1.4734,peanutoil
5.1,31.87,19.68,13.59,18.97,1.4748,peanutoil
5.04,30.87,19.04,10.48,17.83,1.4751,peanutoil
4.66,32.66,20.95,11.74,17.75,1.4742,peanutoil
4.89,33.84,19.57,15.37,17.23,1.4742,peanutoil
4.4,31.47,21.4,11.47,15.64,1.4735,peanutoil
5.01,31.54,21.43,15.99,19.5,1.4754,peanutoil
4.68,32.19,22.86,13.04,19.14,1.4744,peanutoil
4.42,29.74,23.38,14.1,16.57,1.4757,peanutoil
4.96,34.62,22.96,14.51,14.1,1.4747,peanutoil
4.82,30.43,20.72,10.16,19.18,1.4755,peanutoil
5.32,30.13,20.67,13.58,20.14,1.4754,peanutoil
5.04,34.3,22.45,10.35,19.97,1.4749,peanutoil
4.47,34.86,21.05,11.56,14.47,1.4746,peanutoil
4.34,31.04,22.42,8.93,15.56,1.4736,peanutoil
5.07,29.73,19.14,11.96,19.63,1.4754,peanutoil
4.9,30.45,20.12,10.1,16.19,1.4759,peanutoil
5.13,32.32,21.83,12.39,18.08,1.4744,peanutoil
5.36,29.02,19.49,13.59,18.24,1.4755,peanutoil
5.2,29.34,20.36,12.61,16.24,1.4747,peanutoil
4.69,33.34,20.81,13.52,13.98,1.4736,peanutoil
5.44,34.02,21.7,12.71,15.71,1.4749,peanutoil
5.31,33.78,20.0,11.16,17.08,1.4753,peanutoil
4.49,31.18,21.08,11.64,18.17,1.4745,peanutoil
4.96,33.49,21.05,10.13,13.64,1.4745,peanutoil
5.13,29.34,20.03,9.06,19.22,1.4754,peanutoil
4.89,34.16,20.62,10.49,16.19,1.4742,peanutoil
4.82,34.06,21.64,12.65,15.61,1.4744,peanutoil
5.43,32.26,21.09,15.34,18.37,1.4742,peanutoil
4.98,29.07,21.94,10.37,16.32,1.475,peanutoil
4.71,29.62,20.31,11.15,15.07,1.4748,peanutoil
4.85,35.13,20.0,12.68,17.08,1.4737,peanutoil
4.62,34.9,22.37,13.13,19.89,1.4754,peanutoil
4.89,31.53,17.72,13.08,18.24,1.4746,peanutoil
4.97,28.47,19.1,12.31,18.02,1.4745,peanutoil
5.21,31.52,20.31,8.86,19.44,1.4743,peanutoil
5.13,29.81,22.18,14.6,18.21,1.4738,peanutoil
4.75,33.6,17.56,13.83,15.13,1.4746,peanutoil
4.28,29.62,21.3,12.13,18.17,1.4738,peanutoil
5.38,33.99,20.51,10.64,19.46,1.4754,peanutoil
4.61,36.06,17.64,14.57,19.57,1.4754,peanutoil
4.65,34.58,21.29,13.0,15.48,1.4746,peanutoil
5.36,35.77,22.34,11.36,17.16,1.4753,peanutoil
4.38,34.18,19.3,14.5,16.49,1.4749,peanutoil
4.51,35.71,19.8,9.55,17.56,1.4741,peanutoil
4.78,29.41,22.34,12.57,18.3,1.4755,peanutoil
4.33,29.86,19.56,12.79,15.95,1.4746,peanutoil
5.22,34.27,21.18,14.15,17.55,1.4743,peanutoil
4.47,32.2,21.92,11.8,16.6,1.4753,peanutoil
4.59,33.01,19.34,15.29,14.74,1.4739,peanutoil
5.37,28.61,19.53,11.06,18.94,1.4745,peanutoil
5.22,31.56,17.6,10.11,14.2,1.4755,peanutoil
4.31,29.23,22.13,15.05,16.11,1.4739,peanutoil
5.18,33.83,19.58,11.82,16.2,1.4752,peanutoil
4.89,33.18,20.14,13.09,16.77,1.4748,peanutoil
4.58,29.21,23.58,12.92,18.5,1.4745,peanutoil
5.3,29.82,21.89,15.0,16.9,1.4751,peanutoil
4.5,35.21,22.08,15.62,13.81,1.4744,peanutoil
4.45,32.75,18.57,13.59,18.69,1.4738,peanutoil
4.32,32.16,22.27,11.53,16.84,1.4736,peanutoil
4.42,36.64,19.83,15.73,14.23,1.4754,peanutoil
4.61,30.29,19.22,10.7,15.97,1.4737,peanutoil
4.65,31.75,19.73,12.57,19.05,1.4738,peanutoil
5.31,34.95,20.12,10.47,16.01,1.4751,peanutoil
4.9,32.53,23.38,10.18,15.52,1.4743,peanutoil
4.85,29.71,21.62,11.5,16.2,1.4739,peanutoil
5.24,31.7,20.82,15.7,13.55,1.4755,peanutoil
5.15,35.67,21.25,13.43,15.4,1.4739,peanutoil
5.18,29.92,20.76,11.79,18.9,1.4753,peanutoil
4.45,29.86,18.24,11.74,15.77,1.4754,peanutoil
4.97,34.61,18.78,11.85,17.11,1.4737,peanutoil
4.95,31.23,20.28,12.95,17.85,1.4753,peanutoil
5.43,31.67,21.14,10.17,19.03,1.4757,peanutoil
4.46,33.93,19.19,9.46,19.32,1.4736,peanutoil
5.1,30.48,21.02,12.7,13.88,1.4757,peanutoil
4.34,36.36,22.66,8.72,18.32,1.474,peanutoil
4.84,34.82,21.48,10.73,16.8,1.4754,peanutoil
4.83,34.7,20.48,12.22,17.22,1.4746,peanutoil
5.12,32.87,22.98,14.08,16.13,1.4747,peanutoil
4.59,32.19,20.74,13.61,18.7,1.4748,peanutoil
5.12,35.69,20.11,13.69,14.93,1.4745,peanutoil
5.18,36.38,21.25,14.92,15.75,1.4741,peanutoil
5.33,32.44,20.42,12.08,13.94,1.4754,peanutoil
4.68,33.45,21.18,12.3,13.66,1.4738,peanutoil
5.06,30.87,18.23,11.32,16.62,1.4757,peanutoil
4.81,34.57,19.35,14.46,15.64,1.4755,peanutoil
4.99,33.4,22.6,14.37,15.22,1.475,peanutoil
4.45,34.26,21.8,9.64,17.41,1.4754,peanutoil
5.12,31.7,22.44,11.36,17.95,1.4738,peanutoil
4.36,30.42,19.43,11.14,17.82,1.4738,peanutoil
4.3,31.6,23.54,12.74,16.86,1.4753,peanutoil
5.05,31.9,19.44,11.22,14.54,1.4758,peanutoil
4.87,33.42,20.88,12.63,15.66,1.4757,peanutoil
4.55,30.74,19.21,14.4,19.9,1.4749,peanutoil
5.1,33.97,18.78,10.67,16.86,1.4753,peanutoil
4.73,28.51,18.5,12.34,19.07,1.4749,peanutoil
5.19,30.6,19.13,12.97,13.74,1.4739,peanutoil
5.03,29.59,19.93,13.45,14.82,1.4735,peanutoil
4.8,32.32,19.63,12.04,19.5,1.4755,peanutoil
4.78,32.23,22.81,11.6,18.56,1.4746,peanutoil
4.42,29.54,23.8,15.56,16.44,1.4746,peanutoil
4.81,30.12,18.54,14.23,15.42,1.4735,peanutoil
5.0,32.95,19.12,12.3,16.07,1.4742,peanutoil
4.49,30.07,22.86,11.65,19.17,1.4753,peanutoil
5.12,33.33,20.18,13.33,16.97,1.4745,peanutoil
4.94,29.96,21.25,12.37,16.04,1.4746,peanutoil
4.44,33.19,20.18,12.84,16.94,1.4757,peanutoil
5.16,32.05,23.1,13.65,17.37,1.4757,peanutoil
4.59,32.84,20.23,11.11,19.92,1.4745,peanutoil
5.12,33.25,22.25,13.61,16.57,1.4739,peanutoil
4.36,34.49,21.87,11.65,14.16,1.4738,peanutoil
5.26,33.47,20.97,10.77,15.74,1.4752,peanutoil
5.23,28.85,22.57,10.42,18.6,1.4745,peanutoil
4.79,31.84,18.84,14.16,13.84,1.4753,peanutoil
5.15,31.45,21.71,12.09,19.22,1.4738,peanutoil
4.39,32.91,21.19,13.34,15.64,1.4744,peanutoil
4.73,30.68,19.45,11.93,14.2,1.475,peanutoil
4.9,34.91,21.57,15.07,18.17,1.474,peanutoil
4.28,31.26,22.24,14.59,14.31,1.4751,peanutoil
4.85,32.58,20.4,14.84,17.89,1.4738,peanutoil
4.87,32.92,22.24,14.75,16.42,1.4739,peanutoil
4.73,35.78,21.25,11.45,19.64,1.4746,peanutoil
4.83,35.23,20.91,13.19,17.7,1.4738,peanutoil
4.5,30.45,19.31,12.72,16.56,1.4753,peanutoil
4.5,35.07,23.32,11.44,18.82,1.4753,peanutoil
5.09,33.23,20.44,14.06,14.61,1.4755,peanutoil
5.17,30.68,18.82,14.69,17.47,1.4754,peanutoil
4.39,34.84,23.21,11.49,16.95,1.4742,peanutoil
5.25,33.12,20.25,12.89,18.11,1.4751,peanutoil
4.88,33.68,20.54,12.15,15.63,1.4744,peanutoil
5.12,30.89,18.99,12.59,15.58,1.4753,peanutoil
4.83,30.43,20.49,12.46,16.65,1.4753,peanutoil
5.14,36.35,22.96,11.26,19.77,1.4735,peanutoil
5.14,32.17,18.86,10.57,19.98,1.4739,peanutoil
4.7,33.2,22.02,16.23,19.99,1.4735,peanutoil
4.69,30.89,17.95,12.42,18.64,1.4744,peanutoil
4.75,32.3,21.74,11.25,14.96,1.4754,peanutoil
4.43,30.0,21.35,11.88,18.6,1.4737,peanutoil
4.85,31.24,21.01,15.56,17.37,1.4736,peanutoil
4.73,33.46,21.93,8.89,16.18,1.4757,peanutoil
4.96,29.62,21.04,13.84,16.84,1.4752,peanutoil
4.93,28.77,22.01,12.82,20.11,1.4755,peanutoil
4.61,32.84,17.59,13.48,16.54,1.4736,peanutoil
4.42,31.75,19.88,11.02,18.95,1.4737,peanutoil
4.44,32.42,20.93,15.81,18.16,1.4746,peanutoil
4.54,29.6,20.29,9.24,16.44,1.4757,peanutoil
4.92,32.24,22.81,11.51,20.22,1.4755,peanutoil
4.78,34.31,21.27,10.78,13.98,1.4758,peanutoil
4.43,31.51,21.7,13.65,17.03,1.4753,peanutoil
4.84,30.36,20.21,15.22,17.53,1.4752,peanutoil
4.28,29.61,23.64,12.64,16.04,1.4748,peanutoil
5.43,30.86,18.37,9.92,17.61,1.4738,peanutoil
4.93,29.98,19.73,12.36,13.37,1.4747,peanutoil
5.07,34.27,23.15,11.88,16.26,1.4754,peanutoil
5.04,36.2,20.85,11.44,14.2,1.4738,peanutoil
4.97,36.03,23.66,12.65,15.37,1.4752,peanutoil
5.28,31.83,20.09,9.79,15.48,1.4735,peanutoil
5.18,31.91,19.05,9.5,20.03,1.4751,peanutoil
5.15,33.0,22.77,11.87,17.27,1.4739,peanutoil
5.03,29.48,20.18,10.49,18.28,1.4742,peanutoil
5.08,32.54,21.5,10.36,19.35,1.4749,peanutoil
4.42,32.32,23.58,14.84,17.04,1.4753,peanutoil
4.45,31.41,20.6,9.98,14.57,1.4753,peanutoil
5.15,29.84,20.26,10.3,17.85,1.4751,peanutoil
4.95,29.48,22.24,12.31,17.76,1.4735,peanutoil
4.89,31.63,19.92,13.6,19.14,1.4743,peanutoil
4.73,35.99,18.41,15.07,19.25,1.4753,peanutoil
4.61,29.72,19.49,14.79,20.09,1.4755,peanutoil
4.86,29.63,20.08,12.61,17.03,1.4745,peanutoil
4.4,29.26,17.53,13.68,15.84,1.4752,peanutoil
4.31,31.45,17.57,9.9,15.44,1.4735,peanutoil
5.04,33.34,22.95,11.02,17.16,1.4738,peanutoil
4.79,29.53,22.84,9.38,17.32,1.4747,peanutoil
5.2,30.25,19.71,10.03,16.34,1.4747,peanutoil
4.59,31.79,18.65,9.7,18.67,1.4756,peanutoil
4.73,33.08,18.04,16.31,15.98,1.4743,peanutoil
4.42,30.49,23.18,12.07,16.54,1.4748,peanutoil
5.06,34.54,18.78,14.64,18.75,1.4741,peanutoil
4.82,31.73,20.61,13.38,18.59,1.474,peanutoil
4.62,29.0,20.32,12.27,17.49,1.4756,peanutoil
5.35,31.69,21.57,11.62,16.81,1.4752,peanutoil
5.14,35.02,20.56,11.15,18.37,1.4745,peanutoil
4.66,35.51,20.69,12.09,17.32,1.4755,peanutoil
5.35,34.27,20.77,12.06,17.27,1.4743,peanutoil
4.7,29.92,20.54,15.52,19.36,1.4745,peanutoil
5.06,33.7,21.74,11.78,15.62,1.4758,peanutoil
5.22,35.08,21.06,10.21,16.59,1.4745,peanutoil
4.97,33.13,19.5,15.03,14.75,1.4736,peanutoil
5.12,32.55,20.32,13.76,14.9,1.4753,peanutoil
4.74,34.59,17.67,12.8,13.74,1.474,peanutoil
4.78,34.37,19.21,12.69,18.85,1.4735,peanutoil
4.64,30.56,20.59,13.05,17.54,1.4744,peanutoil
4.29,34.99,23.41,12.35,15.32,1.4735,peanutoil
4.65,30.42,19.25,11.62,18.56,1.4744,peanutoil
5.13,28.42,20.84,10.69,14.24,1.4751,peanutoil
4.55,28.93,20.61,12.42,15.27,1.4754,peanutoil
4.39,32.32,20.83,13.09,18.41,1.4746,peanutoil
5.01,28.85,22.07,10.11,17.77,1.4755,peanutoil
4.3,29.68,23.19,11.74,19.18,1.4758,peanutoil
5.11,35.08,20.42,13.42,18.02,1.4743,peanutoil
5.23,32.92,20.56,14.34,15.32,1.474,peanutoil
5.04,33.41,22.29,11.6,19.08,1.4736,peanutoil
5.01,33.66,21.29,13.75,17.51,1.4734,peanutoil
4.49,29.82,17.7,13.95,17.53,1.4748,peanutoil
5.24,29.66,19.57,14.16,19.34,1.4737,peanutoil
4.65,36.77,21.96,12.66,16.13,1.4744,peanutoil
4.44,31.31,19.78,8.94,16.31,1.475,peanutoil
5.03,29.29,23.85,13.49,16.6,1.4737,peanutoil
4.82,29.86,20.27,13.79,14.9,1.4743,peanutoil
4.27,30.74,20.78,12.28,14.89,1.4736,peanutoil
4.87,33.85,22.31,11.11,17.96,1.4741,peanutoil
5.1,28.42,23.0,11.08,18.29,1.4757,peanutoil
4.87,34.95,19.67,10.46,18.41,1.4753,peanutoil
4.9,34.81,19.77,10.49,19.2,1.4739,peanutoil
4.47,31.06,20.3,8.61,16.6,1.4736,peanutoil
5.04,35.81,21.35,14.8,18.08,1.4753,peanutoil
4.6,29.97,21.53,11.15,20.5,1.4754,peanutoil
4.97,34.89,20.91,11.03,15.03,1.4749,peanutoil
4.56,29.96,19.39,14.36,16.93,1.4741,peanutoil
4.92,29.56,21.92,12.18,20.57,1.4751,peanutoil
4.88,32.53,22.03,12.14,15.4,1.475,peanutoil
4.64,35.15,18.76,11.34,14.74,1.475,peanutoil
4.6,34.06,20.8,15.42,15.01,1.4735,peanutoil
4.91,31.42,20.08,12.15,15.43,1.4738,peanutoil
4.56,34.11,23.11,12.94,13.95,1.4756,peanutoil
4.87,30.84,19.45,12.54,19.93,1.4742,peanutoil
4.61,29.49,23.94,16.26,16.2,1.4744,peanutoil
5.27,33.38,22.24,14.04,17.89,1.4749,peanutoil
4.95,33.49,18.45,12.77,14.42,1.4749,peanutoil
4.7,32.39,19.77,11.86,19.3,1.4753,peanutoil
4.94,35.12,20.43,11.68,16.41,1.4743,peanutoil
5.16,29.77,21.3,11.31,17.82,1.4737,peanutoil
5.09,31.61,20.76,11.6,16.87,1.4742,peanutoil
5.12,30.55,22.71,12.31,15.76,1.4745,peanutoil
4.5,36.37,18.77,16.11,16.81,1.4738,peanutoil
4.79,29.97,19.1,11.68,20.09,1.4757,peanutoil
4.96,29.66,21.96,9.94,15.07,1.4739,peanutoil
5.12,33.8,21.67,9.05,19.74,1.4751,peanutoil
4.66,29.91,20.4,11.65,17.96,1.475,peanutoil
4.51,28.27,20.4,14.6,18.84,1.4733,peanutoil
4.61,30.01,19.66,12.68,17.14,1.4739,peanutoil
5.08,35.76,22.82,11.72,17.49,1.4748,peanutoil
4.64,30.91,19.28,11.87,16.49,1.474,peanutoil
5.26,34.77,20.43,15.15,17.89,1.4755,peanutoil
5.02,35.16,21.51,13.61,19.68,1.4756,peanutoil
4.57,31.48,21.38,13.48,14.99,1.4739,peanutoil
4.61,30.09,20.76,11.81,17.6,1.4736,peanutoil
4.84,36.4,20.91,12.42,17.92,1.4746,peanutoil
4.96,35.21,22.02,15.41,15.27,1.4744,peanutoil
4.75,29.89,20.91,13.44,19.09,1.4755,peanutoil
4.54,36.69,20.68,15.24,18.22,1.4751,peanutoil
5.1,31.07,22.53,13.92,19.24,1.4742,peanutoil
4.37,35.98,19.08,11.56,15.12,1.4751,peanutoil
5.31,30.85,18.21,9.75,17.5,1.475,peanutoil
4.49,34.17,21.33,12.3,15.22,1.4752,peanutoil
4.96,29.77,21.34,10.6,16.28,1.4748,peanutoil
5.14,32.05,22.48,12.25,18.65,1.4747,peanutoil
5.28,33.19,21.57,10.71,18.33,1.4754,peanutoil
4.65,35.49,21.93,10.96,17.29,1.475,peanutoil
4.77,29.71,19.72,12.83,17.4,1.4743,peanutoil
4.43,30.35,20.61,12.22,18.17,1.475,peanutoil
5.23,30.13,20.31,11.23,19.33,1.4753,peanutoil
5.02,33.32,20.21,10.31,14.28,1.4739,peanutoil
4.83,30.71,19.54,13.43,17.48,1.4755,peanutoil
5.08,35.71,23.04,12.3,17.4,1.475,peanutoil
4.43,31.52,20.83,16.34,14.23,1.4736,peanutoil
4.91,31.91,21.53,11.81,17.63,1.475,peanutoil
4.36,31.46,22.34,11.02,13.44,1.4748,peanutoil
4.53,31.35,21.32,14.92,15.38,1.4759,peanutoil
5.45,29.73,23.37,11.49,15.79,1.4756,peanutoil
5.15,33.99,20.64,11.23,15.86,1.4737,peanutoil
4.81,35.12,20.0,12.84,17.8,1.475,peanutoil
5.29,29.32,22.15,14.58,18.23,1.4736,peanutoil
4.7,31.58,19.04,10.3,19.13,1.4746,peanutoil
4.64,29.89,17.33,12.74,17.86,1.4744,peanutoil
4.88,28.15,18.74,14.3,15.35,1.475,peanutoil
4.63,30.78,19.67,10.04,14.67,1.4753,peanutoil
4.97,31.79,19.39,13.13,20.34,1.4747,peanutoil
4.33,29.52,19.91,10.73,16.6,1.4738,peanutoil
4.99,33.78,19.63,10.8,17.07,1.474,peanutoil
4.51,31.87,17.63,13.47,15.36,1.4746,peanutoil
5.25,28.29,22.59,12.83,17.68,1.4744,peanutoil
4.97,35.51,20.86,11.75,17.34,1.4738,peanutoil
5.23,33.64,19.15,12.42,16.15,1.4736,peanutoil
4.78,29.23,19.64,11.96,18.77,1.4742,peanutoil
4.27,30.16,18.13,15.54,14.25,1.4737,peanutoil
5.18,29.36,19.32,10.53,16.96,1.4737,peanutoil
5.0,35.84,19.56,10.62,15.21,1.4756,peanutoil
5.41,32.87,19.48,14.54,16.0,1.4749,peanutoil
4.36,31.44,19.3,14.09,19.16,1.4738,peanutoil
4.73,35.49,20.46,14.77,17.85,1.4754,peanutoil
4.83,29.72,21.73,15.1,15.09,1.474,peanutoil
4.32,31.59,21.27,10.65,14.82,1.4751,peanutoil
4.8,31.41,20.63,13.18,16.44,1.474,peanutoil
5.29,29.56,22.33,13.13,15.56,1.4743,peanutoil
5.28,32.35,21.45,13.91,15.15,1.4748,peanutoil
4.44,31.5,23.14,12.29,14.8,1.475,peanutoil
5.42,34.02,18.97,11.29,15.84,1.4758,peanutoil
4.8,31.99,21.39,12.24,14.68,1.4749,peanutoil
5.28,28.39,19.89,14.78,19.63,1.4755,peanutoil
4.75,32.76,22.1,11.94,15.98,1.4737,peanutoil
5.06,33.26,20.46,13.58,16.83,1.4753,peanutoil
4.88,30.85,22.63,9.13,18.93,1.4746,peanutoil
4.69,30.47,18.62,9.5,17.43,1.4749,peanutoil
4.56,33.34,23.31,16.27,17.25,1.4744,peanutoil
4.92,36.35,18.17,10.1,15.04,1.4746,peanutoil
4.41,30.03,20.48,11.27,16.59,1.4754,peanutoil
5.27,33.23,22.16,11.17,17.37,1.4744,peanutoil
4.72,28.38,19.85,11.03,17.84,1.4738,peanutoil
5.19,33.63,20.03,14.94,15.08,1.4738,peanutoil
4.65,31.37,19.52,13.62,15.43,1.4752,peanutoil
5.42,31.7,20.23,9.64,18.66,1.4738,peanutoil
4.81,33.58,20.95,12.59,20.14,1.4757,peanutoil
4.96,29.09,21.6,13.07,16.77,1.4744,peanutoil
5.15,28.33,22.87,14.6,19.01,1.4739,peanutoil
4.87,33.73,21.11,12.69,14.39,1.4752,peanutoil
5.39,34.01,19.93,15.89,19.42,1.4746,peanutoil
4.89,34.5,20.93,12.69,15.07,1.4747,peanutoil
4.89,34.75,18.06,14.85,17.5,1.475,peanutoil
5.4,33.43,21.4,14.01,17.33,1.4754,peanutoil
4.61,28.32,21.99,11.12,16.1,1.4747,peanutoil
4.55,30.98,20.09,11.99,16.58,1.4757,peanutoil
